"","Nível Territorial (Código)","Nível Territorial","Unidade de Medida (Código)","Unidade de Medida","Valor","Unidade da Federação (Código)","Unidade da Federação","Ano (Código)","Ano","Variável (Código)","Variável","Sexo (Código)","Sexo","Idade (Código)","Idade","Forma de declaração da idade (Código)","Forma de declaração da idade"
"10544","3","Unidade da Federação","45","Pessoas",23817,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6571","14 anos","113635","Total"
"10545","3","Unidade da Federação","45","Pessoas",21770,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6571","14 anos","6555","Data de nascimento"
"10546","3","Unidade da Federação","45","Pessoas",2047,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6571","14 anos","6556","Idade presumida"
"10547","3","Unidade da Federação","45","Pessoas",125844,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93086","15 a 19 anos","113635","Total"
"10548","3","Unidade da Federação","45","Pessoas",114972,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93086","15 a 19 anos","6555","Data de nascimento"
"10549","3","Unidade da Federação","45","Pessoas",10872,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93086","15 a 19 anos","6556","Idade presumida"
"10550","3","Unidade da Federação","45","Pessoas",25152,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6572","15 anos","113635","Total"
"10551","3","Unidade da Federação","45","Pessoas",22928,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6572","15 anos","6555","Data de nascimento"
"10552","3","Unidade da Federação","45","Pessoas",2224,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6572","15 anos","6556","Idade presumida"
"10553","3","Unidade da Federação","45","Pessoas",25555,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6573","16 anos","113635","Total"
"10554","3","Unidade da Federação","45","Pessoas",23375,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6573","16 anos","6555","Data de nascimento"
"10555","3","Unidade da Federação","45","Pessoas",2180,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6573","16 anos","6556","Idade presumida"
"10556","3","Unidade da Federação","45","Pessoas",25344,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6574","17 anos","113635","Total"
"10557","3","Unidade da Federação","45","Pessoas",23212,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6574","17 anos","6555","Data de nascimento"
"10558","3","Unidade da Federação","45","Pessoas",2132,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6574","17 anos","6556","Idade presumida"
"10559","3","Unidade da Federação","45","Pessoas",24739,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6575","18 anos","113635","Total"
"10560","3","Unidade da Federação","45","Pessoas",22439,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6575","18 anos","6555","Data de nascimento"
"10561","3","Unidade da Federação","45","Pessoas",2300,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6575","18 anos","6556","Idade presumida"
"10562","3","Unidade da Federação","45","Pessoas",25054,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6576","19 anos","113635","Total"
"10563","3","Unidade da Federação","45","Pessoas",23018,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6576","19 anos","6555","Data de nascimento"
"10564","3","Unidade da Federação","45","Pessoas",2036,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6576","19 anos","6556","Idade presumida"
"10565","3","Unidade da Federação","45","Pessoas",128673,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93087","20 a 24 anos","113635","Total"
"10566","3","Unidade da Federação","45","Pessoas",117471,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93087","20 a 24 anos","6555","Data de nascimento"
"10567","3","Unidade da Federação","45","Pessoas",11202,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93087","20 a 24 anos","6556","Idade presumida"
"10568","3","Unidade da Federação","45","Pessoas",25267,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6577","20 anos","113635","Total"
"10569","3","Unidade da Federação","45","Pessoas",23068,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6577","20 anos","6555","Data de nascimento"
"10570","3","Unidade da Federação","45","Pessoas",2199,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6577","20 anos","6556","Idade presumida"
"10571","3","Unidade da Federação","45","Pessoas",26031,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6578","21 anos","113635","Total"
"10572","3","Unidade da Federação","45","Pessoas",24080,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6578","21 anos","6555","Data de nascimento"
"10573","3","Unidade da Federação","45","Pessoas",1951,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6578","21 anos","6556","Idade presumida"
"10574","3","Unidade da Federação","45","Pessoas",26965,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6579","22 anos","113635","Total"
"10575","3","Unidade da Federação","45","Pessoas",24395,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6579","22 anos","6555","Data de nascimento"
"10576","3","Unidade da Federação","45","Pessoas",2570,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6579","22 anos","6556","Idade presumida"
"10577","3","Unidade da Federação","45","Pessoas",24931,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6580","23 anos","113635","Total"
"10578","3","Unidade da Federação","45","Pessoas",22597,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6580","23 anos","6555","Data de nascimento"
"10579","3","Unidade da Federação","45","Pessoas",2334,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6580","23 anos","6556","Idade presumida"
"10580","3","Unidade da Federação","45","Pessoas",25479,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6581","24 anos","113635","Total"
"10581","3","Unidade da Federação","45","Pessoas",23331,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6581","24 anos","6555","Data de nascimento"
"10582","3","Unidade da Federação","45","Pessoas",2148,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6581","24 anos","6556","Idade presumida"
"10583","3","Unidade da Federação","45","Pessoas",122311,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93088","25 a 29 anos","113635","Total"
"10584","3","Unidade da Federação","45","Pessoas",113028,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93088","25 a 29 anos","6555","Data de nascimento"
"10585","3","Unidade da Federação","45","Pessoas",9283,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93088","25 a 29 anos","6556","Idade presumida"
"10586","3","Unidade da Federação","45","Pessoas",25860,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6582","25 anos","113635","Total"
"10587","3","Unidade da Federação","45","Pessoas",23504,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6582","25 anos","6555","Data de nascimento"
"10588","3","Unidade da Federação","45","Pessoas",2356,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6582","25 anos","6556","Idade presumida"
"10589","3","Unidade da Federação","45","Pessoas",25326,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6656","26 anos","113635","Total"
"10590","3","Unidade da Federação","45","Pessoas",23353,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6656","26 anos","6555","Data de nascimento"
"10591","3","Unidade da Federação","45","Pessoas",1973,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6656","26 anos","6556","Idade presumida"
"10592","3","Unidade da Federação","45","Pessoas",24985,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6657","27 anos","113635","Total"
"10593","3","Unidade da Federação","45","Pessoas",23229,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6657","27 anos","6555","Data de nascimento"
"10594","3","Unidade da Federação","45","Pessoas",1756,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6657","27 anos","6556","Idade presumida"
"10595","3","Unidade da Federação","45","Pessoas",23322,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6658","28 anos","113635","Total"
"10596","3","Unidade da Federação","45","Pessoas",21555,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6658","28 anos","6555","Data de nascimento"
"10597","3","Unidade da Federação","45","Pessoas",1767,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6658","28 anos","6556","Idade presumida"
"10598","3","Unidade da Federação","45","Pessoas",22818,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6659","29 anos","113635","Total"
"10599","3","Unidade da Federação","45","Pessoas",21387,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6659","29 anos","6555","Data de nascimento"
"10600","3","Unidade da Federação","45","Pessoas",1431,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6659","29 anos","6556","Idade presumida"
"10601","3","Unidade da Federação","45","Pessoas",126179,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93089","30 a 34 anos","113635","Total"
"10602","3","Unidade da Federação","45","Pessoas",116135,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93089","30 a 34 anos","6555","Data de nascimento"
"10603","3","Unidade da Federação","45","Pessoas",10044,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93089","30 a 34 anos","6556","Idade presumida"
"10604","3","Unidade da Federação","45","Pessoas",24944,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6583","30 anos","113635","Total"
"10605","3","Unidade da Federação","45","Pessoas",22469,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6583","30 anos","6555","Data de nascimento"
"10606","3","Unidade da Federação","45","Pessoas",2475,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6583","30 anos","6556","Idade presumida"
"10607","3","Unidade da Federação","45","Pessoas",23169,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6584","31 anos","113635","Total"
"10608","3","Unidade da Federação","45","Pessoas",21676,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6584","31 anos","6555","Data de nascimento"
"10609","3","Unidade da Federação","45","Pessoas",1493,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6584","31 anos","6556","Idade presumida"
"10610","3","Unidade da Federação","45","Pessoas",25337,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6585","32 anos","113635","Total"
"10611","3","Unidade da Federação","45","Pessoas",23165,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6585","32 anos","6555","Data de nascimento"
"10612","3","Unidade da Federação","45","Pessoas",2172,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6585","32 anos","6556","Idade presumida"
"10613","3","Unidade da Federação","45","Pessoas",26395,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6586","33 anos","113635","Total"
"10614","3","Unidade da Federação","45","Pessoas",24354,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6586","33 anos","6555","Data de nascimento"
"10615","3","Unidade da Federação","45","Pessoas",2041,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6586","33 anos","6556","Idade presumida"
"10616","3","Unidade da Federação","45","Pessoas",26334,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6587","34 anos","113635","Total"
"10617","3","Unidade da Federação","45","Pessoas",24471,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6587","34 anos","6555","Data de nascimento"
"10618","3","Unidade da Federação","45","Pessoas",1863,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6587","34 anos","6556","Idade presumida"
"10619","3","Unidade da Federação","45","Pessoas",135801,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93090","35 a 39 anos","113635","Total"
"10620","3","Unidade da Federação","45","Pessoas",125393,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93090","35 a 39 anos","6555","Data de nascimento"
"10621","3","Unidade da Federação","45","Pessoas",10408,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93090","35 a 39 anos","6556","Idade presumida"
"10622","3","Unidade da Federação","45","Pessoas",27464,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6588","35 anos","113635","Total"
"10623","3","Unidade da Federação","45","Pessoas",25052,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6588","35 anos","6555","Data de nascimento"
"10624","3","Unidade da Federação","45","Pessoas",2412,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6588","35 anos","6556","Idade presumida"
"10625","3","Unidade da Federação","45","Pessoas",27610,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6589","36 anos","113635","Total"
"10626","3","Unidade da Federação","45","Pessoas",25589,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6589","36 anos","6555","Data de nascimento"
"10627","3","Unidade da Federação","45","Pessoas",2021,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6589","36 anos","6556","Idade presumida"
"10628","3","Unidade da Federação","45","Pessoas",27473,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6590","37 anos","113635","Total"
"10629","3","Unidade da Federação","45","Pessoas",25560,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6590","37 anos","6555","Data de nascimento"
"10630","3","Unidade da Federação","45","Pessoas",1913,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6590","37 anos","6556","Idade presumida"
"10631","3","Unidade da Federação","45","Pessoas",26059,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6591","38 anos","113635","Total"
"10632","3","Unidade da Federação","45","Pessoas",23943,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6591","38 anos","6555","Data de nascimento"
"10633","3","Unidade da Federação","45","Pessoas",2116,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6591","38 anos","6556","Idade presumida"
"10634","3","Unidade da Federação","45","Pessoas",27195,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6592","39 anos","113635","Total"
"10635","3","Unidade da Federação","45","Pessoas",25249,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6592","39 anos","6555","Data de nascimento"
"10636","3","Unidade da Federação","45","Pessoas",1946,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6592","39 anos","6556","Idade presumida"
"10637","3","Unidade da Federação","45","Pessoas",128343,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93091","40 a 44 anos","113635","Total"
"10638","3","Unidade da Federação","45","Pessoas",117252,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93091","40 a 44 anos","6555","Data de nascimento"
"10639","3","Unidade da Federação","45","Pessoas",11091,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93091","40 a 44 anos","6556","Idade presumida"
"10640","3","Unidade da Federação","45","Pessoas",27549,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6593","40 anos","113635","Total"
"10641","3","Unidade da Federação","45","Pessoas",24417,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6593","40 anos","6555","Data de nascimento"
"10642","3","Unidade da Federação","45","Pessoas",3132,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6593","40 anos","6556","Idade presumida"
"10643","3","Unidade da Federação","45","Pessoas",24748,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6594","41 anos","113635","Total"
"10644","3","Unidade da Federação","45","Pessoas",23220,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6594","41 anos","6555","Data de nascimento"
"10645","3","Unidade da Federação","45","Pessoas",1528,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6594","41 anos","6556","Idade presumida"
"10646","3","Unidade da Federação","45","Pessoas",26394,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6595","42 anos","113635","Total"
"10647","3","Unidade da Federação","45","Pessoas",23767,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6595","42 anos","6555","Data de nascimento"
"10648","3","Unidade da Federação","45","Pessoas",2627,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6595","42 anos","6556","Idade presumida"
"10649","3","Unidade da Federação","45","Pessoas",25512,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6596","43 anos","113635","Total"
"10650","3","Unidade da Federação","45","Pessoas",23418,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6596","43 anos","6555","Data de nascimento"
"10651","3","Unidade da Federação","45","Pessoas",2094,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6596","43 anos","6556","Idade presumida"
"10652","3","Unidade da Federação","45","Pessoas",24140,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6597","44 anos","113635","Total"
"10653","3","Unidade da Federação","45","Pessoas",22430,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6597","44 anos","6555","Data de nascimento"
"10654","3","Unidade da Federação","45","Pessoas",1710,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6597","44 anos","6556","Idade presumida"
"10655","3","Unidade da Federação","45","Pessoas",109783,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93092","45 a 49 anos","113635","Total"
"10656","3","Unidade da Federação","45","Pessoas",101321,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93092","45 a 49 anos","6555","Data de nascimento"
"10657","3","Unidade da Federação","45","Pessoas",8462,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93092","45 a 49 anos","6556","Idade presumida"
"10658","3","Unidade da Federação","45","Pessoas",23670,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6598","45 anos","113635","Total"
"10659","3","Unidade da Federação","45","Pessoas",21460,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6598","45 anos","6555","Data de nascimento"
"10660","3","Unidade da Federação","45","Pessoas",2210,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6598","45 anos","6556","Idade presumida"
"10661","3","Unidade da Federação","45","Pessoas",22808,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6599","46 anos","113635","Total"
"10662","3","Unidade da Federação","45","Pessoas",21111,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6599","46 anos","6555","Data de nascimento"
"10663","3","Unidade da Federação","45","Pessoas",1697,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6599","46 anos","6556","Idade presumida"
"10664","3","Unidade da Federação","45","Pessoas",21756,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6600","47 anos","113635","Total"
"10665","3","Unidade da Federação","45","Pessoas",20236,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6600","47 anos","6555","Data de nascimento"
"10666","3","Unidade da Federação","45","Pessoas",1520,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6600","47 anos","6556","Idade presumida"
"10667","3","Unidade da Federação","45","Pessoas",20946,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6601","48 anos","113635","Total"
"10668","3","Unidade da Federação","45","Pessoas",19379,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6601","48 anos","6555","Data de nascimento"
"10669","3","Unidade da Federação","45","Pessoas",1567,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6601","48 anos","6556","Idade presumida"
"10670","3","Unidade da Federação","45","Pessoas",20603,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6602","49 anos","113635","Total"
"10671","3","Unidade da Federação","45","Pessoas",19135,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6602","49 anos","6555","Data de nascimento"
"10672","3","Unidade da Federação","45","Pessoas",1468,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6602","49 anos","6556","Idade presumida"
"10673","3","Unidade da Federação","45","Pessoas",97665,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93093","50 a 54 anos","113635","Total"
"10674","3","Unidade da Federação","45","Pessoas",89409,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93093","50 a 54 anos","6555","Data de nascimento"
"10675","3","Unidade da Federação","45","Pessoas",8256,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93093","50 a 54 anos","6556","Idade presumida"
"10676","3","Unidade da Federação","45","Pessoas",20302,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6603","50 anos","113635","Total"
"10677","3","Unidade da Federação","45","Pessoas",18055,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6603","50 anos","6555","Data de nascimento"
"10678","3","Unidade da Federação","45","Pessoas",2247,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6603","50 anos","6556","Idade presumida"
"10679","3","Unidade da Federação","45","Pessoas",19041,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6604","51 anos","113635","Total"
"10680","3","Unidade da Federação","45","Pessoas",17885,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6604","51 anos","6555","Data de nascimento"
"10681","3","Unidade da Federação","45","Pessoas",1156,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6604","51 anos","6556","Idade presumida"
"10682","3","Unidade da Federação","45","Pessoas",20289,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6605","52 anos","113635","Total"
"10683","3","Unidade da Federação","45","Pessoas",18532,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6605","52 anos","6555","Data de nascimento"
"10684","3","Unidade da Federação","45","Pessoas",1757,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6605","52 anos","6556","Idade presumida"
"10685","3","Unidade da Federação","45","Pessoas",19105,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6606","53 anos","113635","Total"
"10686","3","Unidade da Federação","45","Pessoas",17631,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6606","53 anos","6555","Data de nascimento"
"10687","3","Unidade da Federação","45","Pessoas",1474,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6606","53 anos","6556","Idade presumida"
"10688","3","Unidade da Federação","45","Pessoas",18928,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6607","54 anos","113635","Total"
"10689","3","Unidade da Federação","45","Pessoas",17306,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6607","54 anos","6555","Data de nascimento"
"10690","3","Unidade da Federação","45","Pessoas",1622,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6607","54 anos","6556","Idade presumida"
"10691","3","Unidade da Federação","45","Pessoas",93353,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93094","55 a 59 anos","113635","Total"
"10692","3","Unidade da Federação","45","Pessoas",85676,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93094","55 a 59 anos","6555","Data de nascimento"
"10693","3","Unidade da Federação","45","Pessoas",7677,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93094","55 a 59 anos","6556","Idade presumida"
"10694","3","Unidade da Federação","45","Pessoas",19612,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6608","55 anos","113635","Total"
"10695","3","Unidade da Federação","45","Pessoas",17429,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6608","55 anos","6555","Data de nascimento"
"10696","3","Unidade da Federação","45","Pessoas",2183,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6608","55 anos","6556","Idade presumida"
"10697","3","Unidade da Federação","45","Pessoas",18793,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6609","56 anos","113635","Total"
"10698","3","Unidade da Federação","45","Pessoas",17192,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6609","56 anos","6555","Data de nascimento"
"10699","3","Unidade da Federação","45","Pessoas",1601,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6609","56 anos","6556","Idade presumida"
"10700","3","Unidade da Federação","45","Pessoas",17732,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6610","57 anos","113635","Total"
"10701","3","Unidade da Federação","45","Pessoas",16333,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6610","57 anos","6555","Data de nascimento"
"10702","3","Unidade da Federação","45","Pessoas",1399,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6610","57 anos","6556","Idade presumida"
"10703","3","Unidade da Federação","45","Pessoas",19468,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6611","58 anos","113635","Total"
"10704","3","Unidade da Federação","45","Pessoas",18119,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6611","58 anos","6555","Data de nascimento"
"10705","3","Unidade da Federação","45","Pessoas",1349,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6611","58 anos","6556","Idade presumida"
"10706","3","Unidade da Federação","45","Pessoas",17748,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6612","59 anos","113635","Total"
"10707","3","Unidade da Federação","45","Pessoas",16603,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6612","59 anos","6555","Data de nascimento"
"10708","3","Unidade da Federação","45","Pessoas",1145,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6612","59 anos","6556","Idade presumida"
"10709","3","Unidade da Federação","45","Pessoas",77283,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93095","60 a 64 anos","113635","Total"
"10710","3","Unidade da Federação","45","Pessoas",70687,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93095","60 a 64 anos","6555","Data de nascimento"
"10711","3","Unidade da Federação","45","Pessoas",6596,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93095","60 a 64 anos","6556","Idade presumida"
"10712","3","Unidade da Federação","45","Pessoas",16941,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6613","60 anos","113635","Total"
"10713","3","Unidade da Federação","45","Pessoas",14808,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6613","60 anos","6555","Data de nascimento"
"10714","3","Unidade da Federação","45","Pessoas",2133,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6613","60 anos","6556","Idade presumida"
"10715","3","Unidade da Federação","45","Pessoas",14910,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6614","61 anos","113635","Total"
"10716","3","Unidade da Federação","45","Pessoas",14090,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6614","61 anos","6555","Data de nascimento"
"10717","3","Unidade da Federação","45","Pessoas",820,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6614","61 anos","6556","Idade presumida"
"10718","3","Unidade da Federação","45","Pessoas",16315,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6615","62 anos","113635","Total"
"10719","3","Unidade da Federação","45","Pessoas",14889,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6615","62 anos","6555","Data de nascimento"
"10720","3","Unidade da Federação","45","Pessoas",1426,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6615","62 anos","6556","Idade presumida"
"10721","3","Unidade da Federação","45","Pessoas",13758,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6616","63 anos","113635","Total"
"10722","3","Unidade da Federação","45","Pessoas",12620,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6616","63 anos","6555","Data de nascimento"
"10723","3","Unidade da Federação","45","Pessoas",1138,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6616","63 anos","6556","Idade presumida"
"10724","3","Unidade da Federação","45","Pessoas",15359,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6617","64 anos","113635","Total"
"10725","3","Unidade da Federação","45","Pessoas",14280,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6617","64 anos","6555","Data de nascimento"
"10726","3","Unidade da Federação","45","Pessoas",1079,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6617","64 anos","6556","Idade presumida"
"10727","3","Unidade da Federação","45","Pessoas",61303,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93096","65 a 69 anos","113635","Total"
"10728","3","Unidade da Federação","45","Pessoas",56231,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93096","65 a 69 anos","6555","Data de nascimento"
"10729","3","Unidade da Federação","45","Pessoas",5072,"22","Piauí","2022","2022","93","População residente","5","Mulheres","93096","65 a 69 anos","6556","Idade presumida"
"10730","3","Unidade da Federação","45","Pessoas",13757,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6618","65 anos","113635","Total"
"10731","3","Unidade da Federação","45","Pessoas",12285,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6618","65 anos","6555","Data de nascimento"
"10732","3","Unidade da Federação","45","Pessoas",1472,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6618","65 anos","6556","Idade presumida"
"10733","3","Unidade da Federação","45","Pessoas",13233,"22","Piauí","2022","2022","93","População residente","5","Mulheres","6619","66 anos","113635","Total"
