"","Nível Territorial (Código)","Nível Territorial","Unidade de Medida (Código)","Unidade de Medida","Valor","Unidade da Federação (Código)","Unidade da Federação","Ano (Código)","Ano","Variável (Código)","Variável","Sexo (Código)","Sexo","Idade (Código)","Idade","Forma de declaração da idade (Código)","Forma de declaração da idade"
"13987","3","Unidade da Federação","45","Pessoas",612,"25","Paraíba","2022","2022","93","População residente","4","Homens","6629","76 anos","6556","Idade presumida"
"13988","3","Unidade da Federação","45","Pessoas",6692,"25","Paraíba","2022","2022","93","População residente","4","Homens","6630","77 anos","113635","Total"
"13989","3","Unidade da Federação","45","Pessoas",6177,"25","Paraíba","2022","2022","93","População residente","4","Homens","6630","77 anos","6555","Data de nascimento"
"13990","3","Unidade da Federação","45","Pessoas",515,"25","Paraíba","2022","2022","93","População residente","4","Homens","6630","77 anos","6556","Idade presumida"
"13991","3","Unidade da Federação","45","Pessoas",6011,"25","Paraíba","2022","2022","93","População residente","4","Homens","6631","78 anos","113635","Total"
"13992","3","Unidade da Federação","45","Pessoas",5478,"25","Paraíba","2022","2022","93","População residente","4","Homens","6631","78 anos","6555","Data de nascimento"
"13993","3","Unidade da Federação","45","Pessoas",533,"25","Paraíba","2022","2022","93","População residente","4","Homens","6631","78 anos","6556","Idade presumida"
"13994","3","Unidade da Federação","45","Pessoas",5421,"25","Paraíba","2022","2022","93","População residente","4","Homens","6632","79 anos","113635","Total"
"13995","3","Unidade da Federação","45","Pessoas",5030,"25","Paraíba","2022","2022","93","População residente","4","Homens","6632","79 anos","6555","Data de nascimento"
"13996","3","Unidade da Federação","45","Pessoas",391,"25","Paraíba","2022","2022","93","População residente","4","Homens","6632","79 anos","6556","Idade presumida"
"13997","3","Unidade da Federação","45","Pessoas",22537,"25","Paraíba","2022","2022","93","População residente","4","Homens","49108","80 a 84 anos","113635","Total"
"13998","3","Unidade da Federação","45","Pessoas",20376,"25","Paraíba","2022","2022","93","População residente","4","Homens","49108","80 a 84 anos","6555","Data de nascimento"
"13999","3","Unidade da Federação","45","Pessoas",2161,"25","Paraíba","2022","2022","93","População residente","4","Homens","49108","80 a 84 anos","6556","Idade presumida"
"14000","3","Unidade da Federação","45","Pessoas",5535,"25","Paraíba","2022","2022","93","População residente","4","Homens","6633","80 anos","113635","Total"
"14001","3","Unidade da Federação","45","Pessoas",4939,"25","Paraíba","2022","2022","93","População residente","4","Homens","6633","80 anos","6555","Data de nascimento"
"14002","3","Unidade da Federação","45","Pessoas",596,"25","Paraíba","2022","2022","93","População residente","4","Homens","6633","80 anos","6556","Idade presumida"
"14003","3","Unidade da Federação","45","Pessoas",4607,"25","Paraíba","2022","2022","93","População residente","4","Homens","6634","81 anos","113635","Total"
"14004","3","Unidade da Federação","45","Pessoas",4276,"25","Paraíba","2022","2022","93","População residente","4","Homens","6634","81 anos","6555","Data de nascimento"
"14005","3","Unidade da Federação","45","Pessoas",331,"25","Paraíba","2022","2022","93","População residente","4","Homens","6634","81 anos","6556","Idade presumida"
"14006","3","Unidade da Federação","45","Pessoas",5128,"25","Paraíba","2022","2022","93","População residente","4","Homens","6635","82 anos","113635","Total"
"14007","3","Unidade da Federação","45","Pessoas",4688,"25","Paraíba","2022","2022","93","População residente","4","Homens","6635","82 anos","6555","Data de nascimento"
"14008","3","Unidade da Federação","45","Pessoas",440,"25","Paraíba","2022","2022","93","População residente","4","Homens","6635","82 anos","6556","Idade presumida"
"14009","3","Unidade da Federação","45","Pessoas",3792,"25","Paraíba","2022","2022","93","População residente","4","Homens","6636","83 anos","113635","Total"
"14010","3","Unidade da Federação","45","Pessoas",3391,"25","Paraíba","2022","2022","93","População residente","4","Homens","6636","83 anos","6555","Data de nascimento"
"14011","3","Unidade da Federação","45","Pessoas",401,"25","Paraíba","2022","2022","93","População residente","4","Homens","6636","83 anos","6556","Idade presumida"
"14012","3","Unidade da Federação","45","Pessoas",3475,"25","Paraíba","2022","2022","93","População residente","4","Homens","6637","84 anos","113635","Total"
"14013","3","Unidade da Federação","45","Pessoas",3082,"25","Paraíba","2022","2022","93","População residente","4","Homens","6637","84 anos","6555","Data de nascimento"
"14014","3","Unidade da Federação","45","Pessoas",393,"25","Paraíba","2022","2022","93","População residente","4","Homens","6637","84 anos","6556","Idade presumida"
"14015","3","Unidade da Federação","45","Pessoas",11085,"25","Paraíba","2022","2022","93","População residente","4","Homens","49109","85 a 89 anos","113635","Total"
"14016","3","Unidade da Federação","45","Pessoas",9844,"25","Paraíba","2022","2022","93","População residente","4","Homens","49109","85 a 89 anos","6555","Data de nascimento"
"14017","3","Unidade da Federação","45","Pessoas",1241,"25","Paraíba","2022","2022","93","População residente","4","Homens","49109","85 a 89 anos","6556","Idade presumida"
"14018","3","Unidade da Federação","45","Pessoas",3017,"25","Paraíba","2022","2022","93","População residente","4","Homens","6638","85 anos","113635","Total"
"14019","3","Unidade da Federação","45","Pessoas",2654,"25","Paraíba","2022","2022","93","População residente","4","Homens","6638","85 anos","6555","Data de nascimento"
"14020","3","Unidade da Federação","45","Pessoas",363,"25","Paraíba","2022","2022","93","População residente","4","Homens","6638","85 anos","6556","Idade presumida"
"14021","3","Unidade da Federação","45","Pessoas",2798,"25","Paraíba","2022","2022","93","População residente","4","Homens","6639","86 anos","113635","Total"
"14022","3","Unidade da Federação","45","Pessoas",2501,"25","Paraíba","2022","2022","93","População residente","4","Homens","6639","86 anos","6555","Data de nascimento"
"14023","3","Unidade da Federação","45","Pessoas",297,"25","Paraíba","2022","2022","93","População residente","4","Homens","6639","86 anos","6556","Idade presumida"
"14024","3","Unidade da Federação","45","Pessoas",2210,"25","Paraíba","2022","2022","93","População residente","4","Homens","6640","87 anos","113635","Total"
"14025","3","Unidade da Federação","45","Pessoas",1957,"25","Paraíba","2022","2022","93","População residente","4","Homens","6640","87 anos","6555","Data de nascimento"
"14026","3","Unidade da Federação","45","Pessoas",253,"25","Paraíba","2022","2022","93","População residente","4","Homens","6640","87 anos","6556","Idade presumida"
"14027","3","Unidade da Federação","45","Pessoas",1731,"25","Paraíba","2022","2022","93","População residente","4","Homens","6641","88 anos","113635","Total"
"14028","3","Unidade da Federação","45","Pessoas",1549,"25","Paraíba","2022","2022","93","População residente","4","Homens","6641","88 anos","6555","Data de nascimento"
"14029","3","Unidade da Federação","45","Pessoas",182,"25","Paraíba","2022","2022","93","População residente","4","Homens","6641","88 anos","6556","Idade presumida"
"14030","3","Unidade da Federação","45","Pessoas",1329,"25","Paraíba","2022","2022","93","População residente","4","Homens","6642","89 anos","113635","Total"
"14031","3","Unidade da Federação","45","Pessoas",1183,"25","Paraíba","2022","2022","93","População residente","4","Homens","6642","89 anos","6555","Data de nascimento"
"14032","3","Unidade da Federação","45","Pessoas",146,"25","Paraíba","2022","2022","93","População residente","4","Homens","6642","89 anos","6556","Idade presumida"
"14033","3","Unidade da Federação","45","Pessoas",4642,"25","Paraíba","2022","2022","93","População residente","4","Homens","60040","90 a 94 anos","113635","Total"
"14034","3","Unidade da Federação","45","Pessoas",4106,"25","Paraíba","2022","2022","93","População residente","4","Homens","60040","90 a 94 anos","6555","Data de nascimento"
"14035","3","Unidade da Federação","45","Pessoas",536,"25","Paraíba","2022","2022","93","População residente","4","Homens","60040","90 a 94 anos","6556","Idade presumida"
"14036","3","Unidade da Federação","45","Pessoas",1334,"25","Paraíba","2022","2022","93","População residente","4","Homens","6643","90 anos","113635","Total"
"14037","3","Unidade da Federação","45","Pessoas",1176,"25","Paraíba","2022","2022","93","População residente","4","Homens","6643","90 anos","6555","Data de nascimento"
"14038","3","Unidade da Federação","45","Pessoas",158,"25","Paraíba","2022","2022","93","População residente","4","Homens","6643","90 anos","6556","Idade presumida"
"14039","3","Unidade da Federação","45","Pessoas",1043,"25","Paraíba","2022","2022","93","População residente","4","Homens","6644","91 anos","113635","Total"
"14040","3","Unidade da Federação","45","Pessoas",961,"25","Paraíba","2022","2022","93","População residente","4","Homens","6644","91 anos","6555","Data de nascimento"
"14041","3","Unidade da Federação","45","Pessoas",82,"25","Paraíba","2022","2022","93","População residente","4","Homens","6644","91 anos","6556","Idade presumida"
"14042","3","Unidade da Federação","45","Pessoas",1030,"25","Paraíba","2022","2022","93","População residente","4","Homens","6645","92 anos","113635","Total"
"14043","3","Unidade da Federação","45","Pessoas",918,"25","Paraíba","2022","2022","93","População residente","4","Homens","6645","92 anos","6555","Data de nascimento"
"14044","3","Unidade da Federação","45","Pessoas",112,"25","Paraíba","2022","2022","93","População residente","4","Homens","6645","92 anos","6556","Idade presumida"
"14045","3","Unidade da Federação","45","Pessoas",704,"25","Paraíba","2022","2022","93","População residente","4","Homens","6646","93 anos","113635","Total"
"14046","3","Unidade da Federação","45","Pessoas",594,"25","Paraíba","2022","2022","93","População residente","4","Homens","6646","93 anos","6555","Data de nascimento"
"14047","3","Unidade da Federação","45","Pessoas",110,"25","Paraíba","2022","2022","93","População residente","4","Homens","6646","93 anos","6556","Idade presumida"
"14048","3","Unidade da Federação","45","Pessoas",531,"25","Paraíba","2022","2022","93","População residente","4","Homens","6647","94 anos","113635","Total"
"14049","3","Unidade da Federação","45","Pessoas",457,"25","Paraíba","2022","2022","93","População residente","4","Homens","6647","94 anos","6555","Data de nascimento"
"14050","3","Unidade da Federação","45","Pessoas",74,"25","Paraíba","2022","2022","93","População residente","4","Homens","6647","94 anos","6556","Idade presumida"
"14051","3","Unidade da Federação","45","Pessoas",1551,"25","Paraíba","2022","2022","93","População residente","4","Homens","60041","95 a 99 anos","113635","Total"
"14052","3","Unidade da Federação","45","Pessoas",1337,"25","Paraíba","2022","2022","93","População residente","4","Homens","60041","95 a 99 anos","6555","Data de nascimento"
"14053","3","Unidade da Federação","45","Pessoas",214,"25","Paraíba","2022","2022","93","População residente","4","Homens","60041","95 a 99 anos","6556","Idade presumida"
"14054","3","Unidade da Federação","45","Pessoas",459,"25","Paraíba","2022","2022","93","População residente","4","Homens","6648","95 anos","113635","Total"
"14055","3","Unidade da Federação","45","Pessoas",400,"25","Paraíba","2022","2022","93","População residente","4","Homens","6648","95 anos","6555","Data de nascimento"
"14056","3","Unidade da Federação","45","Pessoas",59,"25","Paraíba","2022","2022","93","População residente","4","Homens","6648","95 anos","6556","Idade presumida"
"14057","3","Unidade da Federação","45","Pessoas",357,"25","Paraíba","2022","2022","93","População residente","4","Homens","6649","96 anos","113635","Total"
"14058","3","Unidade da Federação","45","Pessoas",307,"25","Paraíba","2022","2022","93","População residente","4","Homens","6649","96 anos","6555","Data de nascimento"
"14059","3","Unidade da Federação","45","Pessoas",50,"25","Paraíba","2022","2022","93","População residente","4","Homens","6649","96 anos","6556","Idade presumida"
"14060","3","Unidade da Federação","45","Pessoas",333,"25","Paraíba","2022","2022","93","População residente","4","Homens","6650","97 anos","113635","Total"
"14061","3","Unidade da Federação","45","Pessoas",292,"25","Paraíba","2022","2022","93","População residente","4","Homens","6650","97 anos","6555","Data de nascimento"
"14062","3","Unidade da Federação","45","Pessoas",41,"25","Paraíba","2022","2022","93","População residente","4","Homens","6650","97 anos","6556","Idade presumida"
"14063","3","Unidade da Federação","45","Pessoas",224,"25","Paraíba","2022","2022","93","População residente","4","Homens","6651","98 anos","113635","Total"
"14064","3","Unidade da Federação","45","Pessoas",188,"25","Paraíba","2022","2022","93","População residente","4","Homens","6651","98 anos","6555","Data de nascimento"
"14065","3","Unidade da Federação","45","Pessoas",36,"25","Paraíba","2022","2022","93","População residente","4","Homens","6651","98 anos","6556","Idade presumida"
"14066","3","Unidade da Federação","45","Pessoas",178,"25","Paraíba","2022","2022","93","População residente","4","Homens","6652","99 anos","113635","Total"
"14067","3","Unidade da Federação","45","Pessoas",150,"25","Paraíba","2022","2022","93","População residente","4","Homens","6652","99 anos","6555","Data de nascimento"
"14068","3","Unidade da Federação","45","Pessoas",28,"25","Paraíba","2022","2022","93","População residente","4","Homens","6652","99 anos","6556","Idade presumida"
"14069","3","Unidade da Federação","45","Pessoas",407,"25","Paraíba","2022","2022","93","População residente","4","Homens","6653","100 anos ou mais","113635","Total"
"14070","3","Unidade da Federação","45","Pessoas",369,"25","Paraíba","2022","2022","93","População residente","4","Homens","6653","100 anos ou mais","6555","Data de nascimento"
"14071","3","Unidade da Federação","45","Pessoas",38,"25","Paraíba","2022","2022","93","População residente","4","Homens","6653","100 anos ou mais","6556","Idade presumida"
"14072","3","Unidade da Federação","45","Pessoas",2055832,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","100362","Total","113635","Total"
"14073","3","Unidade da Federação","45","Pessoas",1927227,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","100362","Total","6555","Data de nascimento"
"14074","3","Unidade da Federação","45","Pessoas",128605,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","100362","Total","6556","Idade presumida"
"14075","3","Unidade da Federação","45","Pessoas",130135,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93070","0 a 4 anos","113635","Total"
"14076","3","Unidade da Federação","45","Pessoas",124650,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93070","0 a 4 anos","6555","Data de nascimento"
"14077","3","Unidade da Federação","45","Pessoas",5485,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93070","0 a 4 anos","6556","Idade presumida"
"14078","3","Unidade da Federação","45","Pessoas",23911,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6557","Menos de 1 ano","113635","Total"
"14079","3","Unidade da Federação","45","Pessoas",23291,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6557","Menos de 1 ano","6555","Data de nascimento"
"14080","3","Unidade da Federação","45","Pessoas",620,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6557","Menos de 1 ano","6556","Idade presumida"
"14081","3","Unidade da Federação","45","Pessoas",1833,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93071","Menos de 1 mês","113635","Total"
"14082","3","Unidade da Federação","45","Pessoas",1815,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93071","Menos de 1 mês","6555","Data de nascimento"
"14083","3","Unidade da Federação","45","Pessoas",18,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93071","Menos de 1 mês","6556","Idade presumida"
"14084","3","Unidade da Federação","45","Pessoas",1824,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93072","1 mês","113635","Total"
"14085","3","Unidade da Federação","45","Pessoas",1756,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93072","1 mês","6555","Data de nascimento"
"14086","3","Unidade da Federação","45","Pessoas",68,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93072","1 mês","6556","Idade presumida"
"14087","3","Unidade da Federação","45","Pessoas",2041,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93073","2 meses","113635","Total"
"14088","3","Unidade da Federação","45","Pessoas",1995,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93073","2 meses","6555","Data de nascimento"
"14089","3","Unidade da Federação","45","Pessoas",46,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93073","2 meses","6556","Idade presumida"
"14090","3","Unidade da Federação","45","Pessoas",1972,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93074","3 meses","113635","Total"
"14091","3","Unidade da Federação","45","Pessoas",1917,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93074","3 meses","6555","Data de nascimento"
"14092","3","Unidade da Federação","45","Pessoas",55,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93074","3 meses","6556","Idade presumida"
"14093","3","Unidade da Federação","45","Pessoas",2092,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93075","4 meses","113635","Total"
"14094","3","Unidade da Federação","45","Pessoas",2047,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93075","4 meses","6555","Data de nascimento"
"14095","3","Unidade da Federação","45","Pessoas",45,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93075","4 meses","6556","Idade presumida"
"14096","3","Unidade da Federação","45","Pessoas",1837,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93076","5 meses","113635","Total"
"14097","3","Unidade da Federação","45","Pessoas",1782,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93076","5 meses","6555","Data de nascimento"
"14098","3","Unidade da Federação","45","Pessoas",55,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93076","5 meses","6556","Idade presumida"
"14099","3","Unidade da Federação","45","Pessoas",1818,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93077","6 meses","113635","Total"
"14100","3","Unidade da Federação","45","Pessoas",1752,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93077","6 meses","6555","Data de nascimento"
"14101","3","Unidade da Federação","45","Pessoas",66,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93077","6 meses","6556","Idade presumida"
"14102","3","Unidade da Federação","45","Pessoas",2125,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93078","7 meses","113635","Total"
"14103","3","Unidade da Federação","45","Pessoas",2074,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93078","7 meses","6555","Data de nascimento"
"14104","3","Unidade da Federação","45","Pessoas",51,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93078","7 meses","6556","Idade presumida"
"14105","3","Unidade da Federação","45","Pessoas",2012,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93079","8 meses","113635","Total"
"14106","3","Unidade da Federação","45","Pessoas",1956,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93079","8 meses","6555","Data de nascimento"
"14107","3","Unidade da Federação","45","Pessoas",56,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93079","8 meses","6556","Idade presumida"
"14108","3","Unidade da Federação","45","Pessoas",2151,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93080","9 meses","113635","Total"
"14109","3","Unidade da Federação","45","Pessoas",2092,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93080","9 meses","6555","Data de nascimento"
"14110","3","Unidade da Federação","45","Pessoas",59,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93080","9 meses","6556","Idade presumida"
"14111","3","Unidade da Federação","45","Pessoas",2152,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93081","10 meses","113635","Total"
"14112","3","Unidade da Federação","45","Pessoas",2091,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93081","10 meses","6555","Data de nascimento"
"14113","3","Unidade da Federação","45","Pessoas",61,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93081","10 meses","6556","Idade presumida"
"14114","3","Unidade da Federação","45","Pessoas",2054,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93082","11 meses","113635","Total"
"14115","3","Unidade da Federação","45","Pessoas",2014,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93082","11 meses","6555","Data de nascimento"
"14116","3","Unidade da Federação","45","Pessoas",40,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93082","11 meses","6556","Idade presumida"
"14117","3","Unidade da Federação","45","Pessoas",24796,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6558","1 ano","113635","Total"
"14118","3","Unidade da Federação","45","Pessoas",23984,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6558","1 ano","6555","Data de nascimento"
"14119","3","Unidade da Federação","45","Pessoas",812,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6558","1 ano","6556","Idade presumida"
"14120","3","Unidade da Federação","45","Pessoas",26284,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6559","2 anos","113635","Total"
"14121","3","Unidade da Federação","45","Pessoas",25147,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6559","2 anos","6555","Data de nascimento"
"14122","3","Unidade da Federação","45","Pessoas",1137,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6559","2 anos","6556","Idade presumida"
"14123","3","Unidade da Federação","45","Pessoas",27350,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6560","3 anos","113635","Total"
"14124","3","Unidade da Federação","45","Pessoas",25963,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6560","3 anos","6555","Data de nascimento"
"14125","3","Unidade da Federação","45","Pessoas",1387,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6560","3 anos","6556","Idade presumida"
"14126","3","Unidade da Federação","45","Pessoas",27794,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6561","4 anos","113635","Total"
"14127","3","Unidade da Federação","45","Pessoas",26265,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6561","4 anos","6555","Data de nascimento"
"14128","3","Unidade da Federação","45","Pessoas",1529,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6561","4 anos","6556","Idade presumida"
"14129","3","Unidade da Federação","45","Pessoas",135380,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93084","5 a 9 anos","113635","Total"
"14130","3","Unidade da Federação","45","Pessoas",126786,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93084","5 a 9 anos","6555","Data de nascimento"
"14131","3","Unidade da Federação","45","Pessoas",8594,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93084","5 a 9 anos","6556","Idade presumida"
"14132","3","Unidade da Federação","45","Pessoas",25079,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6562","5 anos","113635","Total"
"14133","3","Unidade da Federação","45","Pessoas",23475,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6562","5 anos","6555","Data de nascimento"
"14134","3","Unidade da Federação","45","Pessoas",1604,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6562","5 anos","6556","Idade presumida"
"14135","3","Unidade da Federação","45","Pessoas",28072,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6563","6 anos","113635","Total"
"14136","3","Unidade da Federação","45","Pessoas",26346,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6563","6 anos","6555","Data de nascimento"
"14137","3","Unidade da Federação","45","Pessoas",1726,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6563","6 anos","6556","Idade presumida"
"14138","3","Unidade da Federação","45","Pessoas",28037,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6564","7 anos","113635","Total"
"14139","3","Unidade da Federação","45","Pessoas",26267,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6564","7 anos","6555","Data de nascimento"
"14140","3","Unidade da Federação","45","Pessoas",1770,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6564","7 anos","6556","Idade presumida"
"14141","3","Unidade da Federação","45","Pessoas",26961,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6565","8 anos","113635","Total"
"14142","3","Unidade da Federação","45","Pessoas",25303,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6565","8 anos","6555","Data de nascimento"
"14143","3","Unidade da Federação","45","Pessoas",1658,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6565","8 anos","6556","Idade presumida"
"14144","3","Unidade da Federação","45","Pessoas",27231,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6566","9 anos","113635","Total"
"14145","3","Unidade da Federação","45","Pessoas",25395,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6566","9 anos","6555","Data de nascimento"
"14146","3","Unidade da Federação","45","Pessoas",1836,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6566","9 anos","6556","Idade presumida"
"14147","3","Unidade da Federação","45","Pessoas",138805,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93085","10 a 14 anos","113635","Total"
"14148","3","Unidade da Federação","45","Pessoas",130748,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93085","10 a 14 anos","6555","Data de nascimento"
"14149","3","Unidade da Federação","45","Pessoas",8057,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93085","10 a 14 anos","6556","Idade presumida"
"14150","3","Unidade da Federação","45","Pessoas",26735,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6567","10 anos","113635","Total"
"14151","3","Unidade da Federação","45","Pessoas",25311,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6567","10 anos","6555","Data de nascimento"
"14152","3","Unidade da Federação","45","Pessoas",1424,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6567","10 anos","6556","Idade presumida"
"14153","3","Unidade da Federação","45","Pessoas",27831,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6568","11 anos","113635","Total"
"14154","3","Unidade da Federação","45","Pessoas",26344,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6568","11 anos","6555","Data de nascimento"
"14155","3","Unidade da Federação","45","Pessoas",1487,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6568","11 anos","6556","Idade presumida"
"14156","3","Unidade da Federação","45","Pessoas",27742,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6569","12 anos","113635","Total"
"14157","3","Unidade da Federação","45","Pessoas",26124,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6569","12 anos","6555","Data de nascimento"
"14158","3","Unidade da Federação","45","Pessoas",1618,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6569","12 anos","6556","Idade presumida"
"14159","3","Unidade da Federação","45","Pessoas",28370,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6570","13 anos","113635","Total"
"14160","3","Unidade da Federação","45","Pessoas",26642,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6570","13 anos","6555","Data de nascimento"
"14161","3","Unidade da Federação","45","Pessoas",1728,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6570","13 anos","6556","Idade presumida"
"14162","3","Unidade da Federação","45","Pessoas",28127,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6571","14 anos","113635","Total"
"14163","3","Unidade da Federação","45","Pessoas",26327,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6571","14 anos","6555","Data de nascimento"
"14164","3","Unidade da Federação","45","Pessoas",1800,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6571","14 anos","6556","Idade presumida"
"14165","3","Unidade da Federação","45","Pessoas",144732,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93086","15 a 19 anos","113635","Total"
"14166","3","Unidade da Federação","45","Pessoas",135275,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93086","15 a 19 anos","6555","Data de nascimento"
"14167","3","Unidade da Federação","45","Pessoas",9457,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","93086","15 a 19 anos","6556","Idade presumida"
"14168","3","Unidade da Federação","45","Pessoas",28510,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6572","15 anos","113635","Total"
"14169","3","Unidade da Federação","45","Pessoas",26622,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6572","15 anos","6555","Data de nascimento"
"14170","3","Unidade da Federação","45","Pessoas",1888,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6572","15 anos","6556","Idade presumida"
"14171","3","Unidade da Federação","45","Pessoas",28848,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6573","16 anos","113635","Total"
"14172","3","Unidade da Federação","45","Pessoas",26918,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6573","16 anos","6555","Data de nascimento"
"14173","3","Unidade da Federação","45","Pessoas",1930,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6573","16 anos","6556","Idade presumida"
"14174","3","Unidade da Federação","45","Pessoas",29259,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6574","17 anos","113635","Total"
"14175","3","Unidade da Federação","45","Pessoas",27389,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6574","17 anos","6555","Data de nascimento"
"14176","3","Unidade da Federação","45","Pessoas",1870,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6574","17 anos","6556","Idade presumida"
"14177","3","Unidade da Federação","45","Pessoas",28965,"25","Paraíba","2022","2022","93","População residente","5","Mulheres","6575","18 anos","113635","Total"
