"code_muni";"dom_resp_h_branca";"dom_resp_h_preta";"dom_resp_h_amarela";"dom_resp_h_parda";"dom_resp_h_indigena";"dom_resp_m_branca";"dom_resp_m_preta";"dom_resp_m_amarela";"dom_resp_m_parda";"dom_resp_m_indigena"
"2103000";3153;4468;33;13687;34;3571;5636;78;17513;42
"2103109";186;247;NA;903;3;293;286;NA;1289;2
"2103125";119;367;NA;572;2;86;422;1;643;4
"2103158";312;232;NA;1182;143;219;133;NA;1042;20
"2103174";361;299;3;1553;64;300;285;5;1631;15
"2103208";2255;1024;4;8033;12;2387;877;3;9380;8
"2103257";412;277;NA;1265;1;373;275;3;1541;1
"2103307";2159;3385;9;10001;20;2330;4111;22;12839;26
"2103406";712;784;6;3708;2;788;924;9;4983;5
"2103505";1115;1156;2;3319;15;1107;1452;6;4289;23
"2103554";335;385;1;1216;1;326;376;1;1466;NA
"2103604";1705;1389;10;5912;6;1757;1308;17;6787;8
"2103703";549;1350;4;2671;5;535;1933;6;2988;7
"2103752";429;370;2;1488;7;426;299;6;1540;3
"2103802";775;446;7;2135;6;854;457;12;2617;2
"2103901";199;240;NA;921;NA;158;257;4;968;2
"2104008";620;231;5;1786;4;681;242;2;2060;1
"2104057";1338;520;14;4052;13;1104;408;9;3297;15
"2104073";256;196;NA;861;NA;191;152;8;820;NA
"2104081";363;127;1;757;442;202;86;2;629;61
"2104099";823;330;2;2137;6;398;221;2;1212;5
"2104107";424;272;NA;1509;2;313;187;NA;1200;NA
"2104206";379;300;2;1242;1;560;427;6;2219;1
"2104305";176;202;1;1060;10;197;196;NA;1293;6
"2104404";648;414;8;1784;3;472;374;20;1613;3
"2104503";232;128;NA;881;NA;352;204;1;1169;1
"2104552";607;433;5;1964;4;629;307;3;2000;7
"2104602";310;284;NA;1565;3;278;342;3;1562;4
"2104628";178;105;NA;880;1;164;104;NA;754;NA
"2104651";177;145;3;987;5;156;137;2;1192;3
"2104677";436;370;2;2115;4;504;442;2;2864;1
"2104701";265;208;NA;622;3;187;159;3;526;6
"2104800";2412;1374;13;6534;953;2064;1129;14;6539;762
"2104909";164;320;1;1031;24;184;390;1;1373;29
"2105005";323;189;1;2539;5;399;175;3;3348;5
"2105104";231;714;3;2461;7;246;636;NA;2616;2
"2105153";230;298;1;1105;3;265;407;4;1715;8
"2105203";401;230;3;1027;NA;366;199;1;994;1
"2105302";12186;6573;136;27387;109;11312;5664;166;26799;119
"2105351";416;245;1;1298;215;269;189;NA;1116;63
"2105401";1152;1339;2;5762;11;1484;1518;1;7611;10
"2105427";780;568;6;2214;6;832;484;1;2446;2
"2105450";204;177;NA;646;NA;175;202;NA;879;1
"2105476";372;154;NA;1048;795;282;107;1;875;1044
"2105500";682;491;9;2147;5;937;604;10;2736;9
"2105609";545;386;NA;1637;NA;350;291;3;1258;1
"2105658";122;103;NA;456;NA;146;96;NA;576;1
"2105708";1511;893;5;4394;9;1364;774;6;4517;6
"2105807";294;223;3;925;1;253;188;2;976;5
"2105906";360;342;2;1231;NA;388;413;5;1566;2
"2105922";338;144;NA;1241;2;266;189;NA;989;NA
"2105948";326;118;NA;980;NA;321;97;2;960;NA
"2105963";309;236;NA;1177;3;281;232;2;1127;1
"2105989";238;88;2;995;13;164;76;8;742;16
"2106003";430;306;4;1078;1;393;377;12;1056;3
"2106102";319;217;NA;971;1;300;249;NA;1145;2
"2106201";136;94;NA;661;NA;176;125;2;924;NA
"2106300";472;196;1;1378;1;419;155;4;1590;2
"2106326";567;368;2;1707;NA;592;432;NA;2335;2
"2106359";219;118;2;798;1;115;106;3;554;2
"2106375";251;191;1;1066;163;233;188;2;1222;14
"2106409";337;256;1;1882;3;268;225;3;1831;4
"2106508";611;713;1;2088;12;420;776;NA;2194;8
"2106607";536;856;7;3207;1;487;879;11;3382;6
"2106631";463;383;NA;1373;NA;295;268;1;1123;NA
"2106672";262;126;NA;968;1;170;65;2;772;4
"2106706";514;345;1;1785;1;691;419;1;2483;1
"2106755";727;283;NA;1874;NA;1011;351;2;2346;1
"2106805";209;632;1;1306;1;203;657;NA;1523;4
"2106904";342;778;3;2355;13;365;955;3;3136;8
"2107001";304;175;NA;731;108;361;141;NA;934;134
"2107100";262;199;NA;2385;5;223;176;1;1924;7
"2107209";218;292;NA;1166;2;285;279;NA;1286;1
"2107258";148;101;NA;515;NA;95;97;NA;517;2
"2107308";169;114;1;352;NA;131;141;1;427;NA
"2107357";339;247;1;1507;65;309;272;NA;1549;9
"2107407";697;406;12;1772;8;578;393;24;1778;1
"2107456";283;493;1;1230;1;214;503;NA;1433;4
"2107506";4469;4064;26;13365;42;5039;4268;34;16594;53
"2107605";288;548;1;1535;1;386;853;NA;2450;1
"2107704";537;329;5;1378;NA;675;544;15;2403;1
"2107803";752;801;9;3340;5;575;749;4;3210;4
"2107902";537;348;2;1488;NA;530;453;9;1930;1
"2108009";753;339;5;1481;1;730;433;8;1956;6
"2108058";361;178;NA;1874;2;274;103;NA;1642;2
"2108108";515;409;2;2166;7;448;353;8;2048;3
"2108207";1506;1013;11;3534;26;1315;1082;23;3582;21
"2108256";316;791;1;2392;3;232;825;3;2377;5
"2108306";437;1088;4;2657;18;437;1562;4;3465;11
"2108405";433;324;NA;1071;NA;495;381;NA;1079;NA
"2108454";491;531;NA;1967;3;485;589;3;2132;3
"2108504";607;805;2;2359;8;768;1111;9;3753;17
"2108603";1944;1881;9;6992;13;2398;2552;26;10312;31
"2108702";616;404;2;1998;3;691;424;4;2373;2
"2108801";276;267;NA;1846;1;388;251;1;2210;2
"2108900";541;312;2;1933;1;599;312;4;1998;4
"2109007";932;401;3;2434;7;885;359;2;2785;12
"2109056";158;151;NA;575;1;143;178;1;666;2
"2109106";1969;880;3;4551;14;1650;786;5;4486;12
"2109205";137;316;NA;1150;1;112;291;1;1159;3
"2109239";93;75;NA;404;NA;125;108;5;574;4
"2109270";265;266;1;1466;4;367;386;2;2177;2
"2109304";178;198;2;1083;NA;167;168;1;1317;NA
"2109403";164;102;NA;1382;2;219;72;NA;1664;NA
"2109452";818;568;NA;2543;37;1079;632;5;3787;50
"2109502";672;511;2;2999;4;411;401;NA;2162;2
"2109551";308;165;4;863;2;227;128;3;727;1
"2109601";650;795;3;3716;11;841;952;4;5138;16
"2109700";144;150;3;571;1;113;117;4;575;1
"2109759";263;59;NA;662;NA;241;61;NA;716;NA
"2109809";915;917;2;3046;2;1173;1141;1;3829;3
"2109908";2412;2002;15;7000;35;2804;2534;35;10022;45
"2110005";1557;1061;6;5620;28;1385;1097;8;6274;26
"2110039";762;424;7;2600;6;576;362;2;2398;1
"2110104";480;338;NA;2318;4;512;328;2;2512;1
"2110203";797;846;4;3397;3;880;881;3;4502;6
"2110237";169;94;1;1165;NA;195;70;NA;1264;1
"2110278";255;137;NA;1316;NA;264;98;2;1481;1
"2110302";426;379;1;1585;NA;357;305;2;1310;3
"2110401";453;183;NA;2021;NA;399;102;NA;1865;1
"2110500";716;1248;NA;3218;2;842;1617;2;4258;2
"2110609";581;269;4;2915;4;517;232;5;3245;3
"2110658";280;180;NA;548;4;234;232;1;768;3
"2110708";1496;741;4;3529;8;1184;609;7;3182;12
"2110807";167;113;1;503;1;148;100;NA;383;NA
"2110856";281;177;NA;836;1;293;218;NA;1032;2
"2110906";311;355;11;1456;4;222;258;6;1179;6
"2111003";516;453;NA;2005;4;544;385;2;1993;5
"2111029";275;277;1;1202;15;199;210;NA;1131;6
"2111052";530;206;NA;1287;NA;293;140;NA;750;1
"2111078";182;575;1;1459;1;233;729;1;1955;NA
"2111102";1169;634;5;1885;7;1168;761;5;2632;8
"2111201";7886;6414;50;21619;83;9284;7455;71;28118;108
"2111250";153;101;NA;426;NA;220;218;NA;996;NA
"2111300";39934;28959;230;84694;361;46699;36309;240;111183;365
"2111409";461;474;7;1636;6;479;568;14;1913;4
"2111508";1034;862;3;3450;6;1055;935;8;4599;3
"2111532";329;253;NA;1164;2;405;308;1;1472;2
"2111573";161;82;1;897;NA;107;49;1;411;NA
"2111607";605;460;14;1770;3;539;436;9;1961;NA
"2111631";221;116;2;759;2;97;64;1;423;NA
"2111672";139;70;3;444;NA;141;78;1;490;1
"2111706";416;599;1;1789;2;403;714;3;2316;5
"2111722";188;176;1;794;NA;221;159;1;910;2
"2111748";172;331;NA;819;6;177;390;3;1125;5
"2111763";512;368;1;1452;4;476;303;3;1493;3
"2111789";38;865;NA;553;1;43;1032;2;613;2
"2111805";925;380;NA;2075;7;472;152;1;1187;4
"2111904";367;235;2;985;2;290;231;1;1016;1
"2111953";158;139;3;514;NA;104;135;9;504;NA
"2112001";258;171;2;1124;1;164;110;2;815;NA
"2112100";453;479;6;2772;3;421;454;6;2981;1
"2112209";3591;4665;22;15752;17;3805;5560;56;20722;28
"2112233";774;453;3;2228;4;746;530;5;2528;4
"2112274";96;103;1;518;3;109;113;NA;622;2
"2112308";1449;628;14;3753;28;1190;536;11;3768;18
"2112407";769;976;1;3226;1;892;919;NA;3448;1
"2112456";568;589;3;2137;8;633;658;3;2617;4
"2112506";1306;650;5;4574;21;1411;645;9;6144;27
"2112605";502;406;NA;3406;2;464;275;2;3549;2
"2112704";837;656;3;4449;6;796;670;1;5461;4
"2112803";1320;1191;NA;4592;231;1387;1509;5;5333;227
"2112852";344;292;7;924;5;327;299;7;1105;4
"2112902";1134;605;2;2707;11;1196;571;NA;3112;22
"2113009";983;505;1;3401;5;962;418;1;3492;3
"2114007";994;723;NA;4091;81;1036;754;4;4925;24
"2200053";1100;147;1;303;NA;419;95;NA;151;1
"2200103";122;134;1;646;8;88;133;NA;589;NA
"2200202";559;364;2;1678;2;607;496;3;2165;6
"2200251";541;148;1;691;NA;434;96;1;663;NA
"2200277";208;63;NA;521;1;194;70;NA;542;NA
"2200301";531;431;4;1871;NA;342;248;2;1234;2
"2200400";1133;978;NA;5509;6;998;873;2;5673;12
"2200459";117;155;NA;572;2;108;102;NA;614;NA
"2200509";277;800;2;1357;4;280;1066;3;1738;6
"2200608";222;243;NA;629;1;233;286;NA;844;NA
"2200707";373;270;NA;961;1;302;243;1;1040;3
"2200806";70;128;8;389;NA;50;102;NA;294;1
"2200905";122;208;NA;621;NA;116;200;NA;550;NA
"2200954";122;35;NA;395;NA;99;33;NA;255;1
"2201002";54;168;NA;508;NA;50;184;NA;570;NA
"2201051";303;173;3;692;1;259;247;3;671;NA
"2201101";453;196;5;1794;5;228;86;5;889;3
"2201150";357;261;3;1437;42;255;143;1;1364;27
"2201176";127;88;NA;480;NA;128;94;NA;546;NA
"2201200";986;1076;8;5468;7;837;767;9;5374;5
"2201309";60;124;NA;339;NA;37;97;NA;357;NA
"2201408";176;152;NA;676;NA;174;200;NA;801;NA
"2201507";578;425;1;3201;2;471;425;3;3603;NA
"2201556";376;75;1;180;NA;376;56;2;168;NA
"2201572";177;67;NA;334;NA;163;47;NA;343;NA
"2201606";320;189;NA;1223;2;270;216;NA;1287;4
"2201705";166;172;2;531;1;134;148;1;611;3
"2201739";451;194;NA;675;8;221;121;NA;376;3
"2201770";102;90;NA;672;NA;162;104;NA;957;1
"2201804";376;93;NA;503;NA;227;48;NA;331;NA
"2201903";1024;685;1;2734;37;831;754;2;2886;39
"2201919";306;47;1;709;NA;166;37;4;551;NA
"2201929";245;131;2;828;2;149;56;1;565;7
"2201945";89;105;NA;697;1;111;82;NA;1010;1
"2201960";269;145;NA;1065;5;241;80;1;1010;4
"2201988";171;149;NA;617;NA;87;57;NA;307;NA
"2202000";580;508;4;1953;3;541;429;NA;2170;1
"2202026";215;101;NA;1064;2;143;79;NA;760;NA
"2202059";132;233;2;1110;NA;127;247;1;1356;NA
"2202075";37;124;NA;407;NA;26;110;NA;344;NA
"2202083";316;90;NA;862;NA;322;93;5;812;NA
"2202091";328;65;NA;603;NA;246;66;NA;549;NA
"2202109";141;212;4;725;NA;82;178;3;428;NA
"2202117";249;102;NA;617;NA;160;89;NA;380;1
"2202133";282;141;NA;673;NA;178;155;NA;653;3
"2202174";110;206;NA;837;NA;59;249;1;731;NA
"2202208";1042;709;13;5428;4;1138;721;4;6432;6
"2202251";83;112;2;327;1;62;110;4;425;NA
"2202307";768;346;1;2388;2;692;376;2;2231;2
"2202406";318;241;NA;1235;3;309;230;1;1276;8
"2202455";206;71;NA;498;NA;189;52;1;429;3
"2202505";335;330;NA;1291;NA;197;219;NA;952;NA
"2202539";240;128;NA;601;NA;192;119;NA;630;NA
"2202554";215;93;NA;480;NA;179;94;NA;547;NA
"2202604";583;354;5;1880;1;620;473;13;2640;1
"2202653";213;173;NA;711;NA;113;93;2;464;NA
"2202703";1439;329;6;2980;1;1233;199;13;2747;NA
"2202711";97;100;NA;609;NA;83;109;1;651;NA
"2202729";471;32;NA;697;NA;365;18;NA;625;NA
"2202737";81;84;NA;500;NA;57;58;NA;508;1
"2202752";187;169;NA;617;2;153;149;NA;787;NA
"2202778";156;309;NA;681;NA;110;327;NA;781;1
"2202802";247;120;NA;606;NA;176;97;NA;459;1
"2202851";217;175;NA;659;NA;95;62;1;278;2
"2202901";686;1004;16;3120;4;546;659;13;2542;7
"2203008";275;205;2;886;1;126;167;6;637;1
"2203107";263;251;NA;1167;2;194;231;NA;1191;2
"2203206";222;257;NA;1211;3;235;210;3;1505;1
"2203230";111;110;NA;573;43;51;62;NA;462;41
"2203255";69;134;NA;477;1;63;123;NA;557;2
"2203271";192;130;NA;628;1;122;71;1;432;NA
"2203305";492;386;1;2226;NA;321;293;2;1739;1
"2203354";436;157;2;725;1;254;103;11;574;1
"2203404";437;81;1;579;NA;460;64;NA;613;NA
"2203420";200;74;2;477;NA;198;45;NA;323;NA
"2203453";631;263;NA;1034;1;425;166;NA;660;1
"2203503";427;382;7;1748;NA;353;364;3;1523;1
"2203602";134;159;NA;523;1;91;106;NA;521;NA
"2203701";1129;792;6;3698;3;1264;1087;6;5348;3
"2203750";163;199;NA;557;1;110;157;NA;556;NA
"2203800";124;141;NA;510;NA;113;139;NA;541;NA
"2203859";75;34;NA;329;NA;66;48;NA;309;1
"2203909";1851;2429;31;5801;39;1706;2592;28;6442;38
"2204006";70;131;NA;451;1;72;204;NA;716;NA
"2204105";97;128;1;567;NA;95;115;NA;518;1
"2204154";107;44;NA;392;NA;99;31;NA;347;NA
"2204204";568;151;NA;947;1;394;128;NA;752;2
"2204303";730;113;5;973;2;596;138;5;976;3
"2204352";310;58;1;693;NA;228;61;NA;586;NA
"2204402";231;337;1;1122;3;176;309;4;1189;5
"2204501";375;274;3;934;5;337;282;3;1123;10
"2204550";153;67;NA;596;NA;98;36;NA;365;NA
"2204600";146;91;NA;411;NA;93;63;NA;387;NA
"2204659";227;163;NA;737;5;283;173;1;1180;12
"2204709";657;374;NA;1711;9;511;352;1;1603;7
"2204808";448;342;NA;1042;NA;279;285;NA;751;NA
"2204907";201;426;NA;717;NA;142;432;NA;670;NA
"2205003";594;191;3;1564;NA;364;140;4;1089;3
"2205102";451;441;2;1335;1;206;303;1;942;6
"2205151";379;98;1;685;NA;248;79;NA;470;NA
"2205201";497;423;NA;2448;3;414;334;NA;1926;6
"2205250";117;119;NA;481;NA;84;140;NA;490;NA
"2205276";184;84;1;641;NA;89;39;2;435;NA
"2205300";118;215;5;454;1;65;190;5;442;1
"2205359";122;54;2;426;NA;73;41;NA;275;1
"2205409";412;297;NA;1914;1;236;172;NA;1243;1
"2205458";83;89;NA;565;1;104;70;NA;717;NA
"2205508";725;984;2;5151;4;682;752;7;4952;1
"2205516";245;114;1;750;NA;124;67;2;470;1
"2205524";73;182;NA;828;NA;40;83;NA;501;NA
"2205532";166;66;NA;511;NA;202;63;NA;516;NA
"2205540";86;69;NA;331;NA;68;68;NA;388;1
"2205557";215;165;1;1114;NA;147;74;NA;820;NA
"2205565";328;96;1;588;1;178;40;1;387;2
"2205573";254;65;1;548;52;346;65;1;573;94
"2205581";88;133;3;579;NA;68;163;1;556;NA
"2205599";238;134;NA;520;NA;183;104;NA;403;NA
"2205607";103;154;NA;442;NA;110;247;NA;738;NA
"2205706";1190;417;6;3003;3;1243;312;7;3207;4
"2205805";666;366;1;2359;1;897;351;2;3247;1
"2205854";128;151;1;730;NA;135;124;NA;993;1
"2205904";141;153;NA;489;NA;142;169;NA;635;NA
"2205953";354;162;NA;894;NA;291;146;NA;977;NA
"2206001";133;101;1;535;NA;111;126;2;534;3
"2206050";218;179;NA;497;3;170;145;1;521;8
"2206100";287;199;1;1140;1;261;177;1;1135;NA
"2206209";632;837;5;3494;3;472;687;7;3138;1
"2206308";15;78;NA;132;NA;22;52;NA;107;NA
"2206357";582;85;1;770;1;222;46;1;431;NA
"2206407";191;316;2;1049;1;208;306;2;1441;NA
"2206506";372;94;NA;767;NA;429;103;NA;903;1
"2206605";226;320;2;1021;NA;226;317;NA;1162;1
"2206654";118;114;NA;688;3;54;82;NA;320;NA
"2206670";179;138;1;752;2;139;94;1;775;NA
"2206696";266;176;7;1171;NA;207;134;10;986;NA
"2206704";199;263;1;915;3;102;227;NA;620;NA
"2206720";183;403;1;1049;2;146;400;NA;1083;2
"2206753";118;89;2;701;NA;81;60;1;659;1
"2206803";150;214;1;943;NA;126;178;1;938;NA
"2206902";193;160;NA;945;NA;94;126;NA;747;NA
"2206951";119;144;2;375;NA;64;51;NA;250;NA
"2207009";1169;1712;NA;3617;8;980;1768;2;4245;6
"2207108";65;68;NA;228;3;75;100;NA;355;NA
"2207207";410;134;NA;499;2;338;279;NA;691;4
"2207306";145;108;2;525;NA;121;67;2;383;NA
"2207355";134;88;NA;562;NA;58;34;NA;221;NA
"2207405";235;130;NA;554;1;146;107;NA;436;NA
"2207504";214;537;NA;1104;4;230;685;NA;1521;3
"2207553";255;89;NA;413;NA;158;90;NA;287;NA
"2207603";198;306;3;1190;2;154;251;3;928;3
"2207702";6969;2778;42;14431;40;7405;2822;45;16999;48
"2207751";82;129;1;354;NA;84;151;2;414;1
"2207777";270;115;NA;941;NA;130;66;NA;553;NA
"2207793";77;49;NA;585;NA;74;39;NA;485;NA
"2207801";1399;608;NA;1779;66;1084;527;1;1750;94
"2207850";101;87;NA;464;1;89;66;NA;491;NA
"2207900";2091;426;2;3604;7;2147;396;5;3450;3
"2207934";126;84;NA;292;NA;78;47;NA;186;NA
"2207959";225;136;NA;492;NA;113;81;NA;325;NA
"2208007";4884;1613;7;7955;25;4722;1584;11;8033;17
"2208106";608;269;NA;1521;NA;371;166;NA;942;4
"2208205";1015;274;NA;2252;2;639;229;NA;1690;3
"2208304";1280;448;12;3097;2;1200;378;17;3583;5
"2208403";2347;1081;13;6212;154;2527;1224;28;8007;135
"2208502";162;228;1;1063;NA;184;301;NA;1439;NA
"2208551";23;41;NA;215;NA;71;53;NA;365;NA
"2208601";124;90;NA;375;1;83;60;1;356;1
"2208650";973;236;NA;387;36;621;262;NA;352;15
"2208700";161;365;NA;800;2;107;317;NA;827;3
"2208809";280;662;NA;1422;3;320;921;NA;2058;6
"2208858";87;157;NA;605;NA;51;68;NA;324;NA
"2208874";62;149;NA;435;NA;64;157;NA;528;1
"2208908";185;179;NA;610;1;144;164;NA;583;1
"2209005";199;199;2;696;NA;157;179;NA;684;NA
"2209104";211;238;NA;594;1;166;199;NA;565;1
"2209153";61;87;NA;494;NA;46;58;NA;435;NA
"2209203";117;133;3;535;7;110;159;11;757;7
"2209302";139;161;2;566;NA;114;124;2;607;NA
"2209351";357;52;NA;401;NA;225;33;NA;333;NA
"2209377";143;184;NA;547;NA;118;173;NA;527;NA
"2209401";397;98;2;571;3;363;99;NA;564;NA
"2209450";31;44;NA;250;NA;13;35;NA;234;NA
"2209500";162;95;NA;446;NA;168;70;NA;395;NA
"2209559";231;136;1;621;1;109;60;1;359;NA
"2209609";163;69;NA;343;NA;101;43;NA;312;NA
"2209658";674;92;15;370;3;378;74;7;273;NA
"2209708";128;208;6;533;NA;140;285;4;778;NA
"2209757";52;82;1;346;NA;44;63;NA;341;NA
"2209807";205;143;NA;462;NA;120;160;NA;481;NA
"2209856";298;76;1;643;NA;163;43;NA;342;NA
"2209872";215;79;1;666;NA;179;64;3;678;2
"2209906";237;181;2;795;4;187;153;1;607;1
"2209955";65;308;NA;391;5;42;358;NA;301;NA
"2209971";186;115;NA;980;2;196;85;1;972;NA
"2210003";748;927;13;1861;4;671;890;16;2033;5
"2210052";199;73;5;491;NA;206;85;4;608;NA
"2210102";99;193;2;347;NA;65;150;1;304;NA
"2210201";604;139;NA;562;NA;444;97;NA;441;NA
"2210300";417;73;NA;686;NA;279;60;NA;680;NA
"2210359";198;99;NA;699;NA;90;43;NA;359;1
"2210375";176;21;NA;345;NA;82;18;NA;190;NA
"2210383";80;46;NA;224;NA;121;35;2;299;NA
"2210391";90;98;NA;302;1;55;84;NA;302;NA
"2210409";736;391;2;2177;6;584;314;3;1717;5
"2210508";294;381;1;1278;2;264;489;2;1687;1
"2210607";1541;1238;33;4161;29;1295;1033;42;3727;30
"2210623";148;128;1;417;NA;54;46;NA;190;NA
"2210631";247;96;NA;608;NA;114;48;NA;329;1
"2210656";394;164;2;1552;NA;183;94;NA;873;NA
"2210706";636;399;NA;1690;NA;366;262;NA;1214;NA
"2210805";544;531;11;1580;2;396;344;13;1262;7
"2210904";93;149;NA;534;NA;77;120;1;477;NA
"2210938";472;76;NA;719;2;314;61;NA;551;NA
"2210953";115;69;NA;427;NA;67;55;NA;274;NA
"2210979";85;96;NA;234;3;75;86;NA;290;1
"2211001";29366;21547;148;74645;214;31697;24939;294;96900;231
"2211100";963;1130;4;4850;4;890;1034;5;5176;6
"2211209";736;484;3;2139;40;702;614;11;2875;43
"2211308";686;599;1;2202;10;803;701;NA;2953;12
"2211357";176;214;NA;657;1;113;111;NA;387;1
"2211407";138;127;NA;429;2;183;170;NA;585;1
"2211506";181;47;NA;511;NA;95;29;NA;358;NA
"2211605";171;25;NA;343;1;133;24;NA;396;1
"2211704";179;108;NA;621;NA;88;70;NA;321;2
"2300101";456;171;1;1172;1;356;194;2;1146;1
"2300150";383;308;NA;1486;1;322;178;NA;1760;2
"2300200";2427;856;7;6892;76;2368;757;15;7505;77
"2300309";2688;708;2;5000;6;2347;664;4;4979;5
"2300408";595;305;NA;1709;NA;532;238;1;1549;2
"2300507";339;173;5;1197;NA;307;143;7;1610;NA
"2300606";339;150;1;660;1;335;188;2;814;NA
"2300705";745;304;5;1546;1;642;215;1;1511;2
"2300754";1607;490;12;4819;17;1327;363;2;4589;7
"2300804";387;131;NA;564;1;536;166;2;808;1
"2300903";493;163;1;1564;1;526;148;NA;1648;5
"2301000";3266;1378;13;8368;85;3275;1228;21;10056;100
"2301109";2972;1482;19;7711;35;3065;1280;25;9400;43
"2301208";898;425;3;3267;2;803;327;3;2987;NA
"2301257";438;92;3;1428;3;423;61;6;1502;5
"2301307";692;263;7;2240;5;617;348;8;2571;1
"2301406";242;144;1;1317;116;195;100;1;1369;97
"2301505";455;123;NA;863;1;376;76;1;709;2
"2301604";1445;382;13;2217;4;1198;347;16;2142;1
"2301703";1578;361;5;3087;NA;950;255;6;2183;4
"2301802";303;99;1;820;2;189;49;2;546;1
"2301851";621;219;NA;1685;NA;683;211;NA;2168;2
"2301901";2382;1468;43;7698;14;2185;1560;84;8701;17
"2301950";643;279;NA;2910;3;522;201;1;3016;1
"2302008";1145;373;3;2173;2;973;301;6;1972;2
"2302057";363;165;3;1725;1;425;155;7;1918;NA
"2302107";1083;693;7;4063;25;1041;574;9;4335;26
"2302206";2160;846;4;6313;13;1951;604;7;6357;7
"2302305";1359;632;6;4088;10;1047;400;3;3462;5
"2302404";2569;727;9;5651;104;2269;552;8;6174;38
"2302503";2914;679;9;5921;8;2022;626;15;4834;5
"2302602";1853;772;21;6386;12;2157;841;26;8299;11
"2302701";1278;443;23;2601;4;1321;434;14;2853;5
"2302800";2489;1115;43;8463;96;2651;884;54;9438;52
"2302909";425;397;8;1850;2;439;385;12;2395;1
"2303006";463;247;4;1783;2;500;185;4;2163;5
"2303105";784;372;10;2081;3;643;234;9;2007;NA
"2303204";1140;277;4;2868;6;1163;322;24;3012;3
"2303303";1376;291;10;1925;NA;1013;213;10;1450;1
"2303402";1108;148;4;1405;93;1108;193;4;1538;123
"2303501";2216;901;16;7461;20;2790;901;24;10963;21
"2303600";630;149;2;1077;1;520;134;5;1137;NA
"2303659";384;99;5;1261;13;331;77;4;1255;6
"2303709";12846;5756;75;35047;1611;13765;5350;119;43920;2233
"2303808";1453;389;2;2384;NA;1198;346;5;2299;NA
"2303907";398;149;1;1248;NA;365;152;1;1627;NA
"2303931";268;150;1;1514;NA;249;123;NA;1693;NA
"2303956";797;418;NA;2521;4;738;296;3;2381;3
"2304004";1168;229;1;2218;NA;1034;154;1;2231;NA
"2304103";3782;1207;20;8271;295;3660;1103;26;8331;443
"2304202";5330;3113;80;11680;56;5887;3724;115;14561;81
"2304236";805;159;16;2390;4;667;113;14;1938;NA
"2304251";1782;340;16;3510;7;1407;210;8;3069;6
"2304269";454;86;1;1019;NA;469;90;NA;1226;NA
"2304277";469;132;2;718;NA;299;86;2;540;1
"2304285";4128;851;19;8184;10;2897;689;16;8296;16
"2304301";924;326;5;2090;3;787;236;5;2040;2
"2304350";832;402;24;2463;4;920;381;28;3053;1
"2304400";120460;35672;609;222393;685;139148;37293;838;302672;720
"2304459";729;272;NA;1919;6;693;242;2;2076;2
"2304509";673;185;2;1761;2;751;142;10;1896;1
"2304608";198;99;NA;631;NA;243;69;1;965;NA
"2304657";748;240;1;1502;2;651;181;4;1499;4
"2304707";1744;736;25;6630;7;1330;532;20;6066;7
"2304806";210;104;3;419;1;203;82;2;517;NA
"2304905";723;169;12;1184;1;651;143;19;1104;3
"2304954";554;411;4;2149;1;705;465;3;3470;NA
"2305001";2107;426;22;4645;6;1631;280;26;4344;10
"2305100";170;96;1;838;NA;109;57;NA;649;NA
"2305209";1183;304;10;2126;2;793;195;7;1721;1
"2305233";2114;986;7;8028;24;2477;1040;18;10899;29
"2305266";425;196;NA;1485;NA;337;142;NA;1438;NA
"2305308";1043;239;4;2834;2;845;181;5;2743;2
"2305332";565;130;5;1335;3;565;105;5;1366;1
"2305357";1038;448;3;1880;1;1109;419;7;2279;2
"2305407";3221;883;6;6577;2;3002;751;12;6972;2
"2305506";6037;1650;14;9833;19;5635;1516;20;10243;28
"2305605";1509;358;5;2557;6;1324;314;2;2387;4
"2305654";501;133;4;1411;3;521;154;9;1563;NA
"2305704";637;171;NA;1235;NA;588;197;5;1240;1
"2305803";1945;547;11;4088;5;2118;541;14;4661;9
"2305902";1908;474;19;4274;19;1607;483;34;4457;12
"2306009";888;234;NA;1328;1;744;244;1;1354;3
"2306108";572;265;10;2512;2;639;203;10;3120;NA
"2306207";323;92;1;777;NA;435;86;4;1102;NA
"2306256";1765;880;20;6176;11;2024;753;34;7848;12
"2306306";1757;497;16;5230;7;1773;454;16;5884;2
"2306405";3985;1665;36;14182;72;4083;1419;48;15983;122
"2306504";521;434;6;1762;1;582;427;11;2373;NA
"2306553";1148;520;20;3881;563;1366;398;21;4559;496
"2306603";502;244;NA;2399;2;574;212;4;2751;1
"2306702";611;240;1;2354;2;543;196;1;2104;1
"2306801";485;256;1;1063;2;389;218;1;947;NA
